From Station,To Station,Coordenadas 1,Coordenadas 2,Distancia
omonia,megaro moussikis,"(37.983787, 23.723607)","(37.97861, 23.7525)",2.5969436316563193
omonia,ambelokipi,"(37.983787, 23.723607)","(37.98722, 23.7575)",2.9948188237370545
omonia,panormou,"(37.983787, 23.723607)","(37.9931, 23.7637)",3.663045705884623
omonia,katehaki,"(37.983787, 23.723607)","(37.9954, 23.7727)",4.491893813223831
omonia,ethniki amyna,"(37.983787, 23.723607)","(38.0, 23.785555)",5.720184090878575
omonia,holargos,"(37.983787, 23.723607)","(38.001666, 23.812222)",8.015919554235866
omonia,nomismatokopio,"(37.983787, 23.723607)","(38.00917, 23.80583)",7.73807631433216
omonia,aghia paraskevi,"(37.983787, 23.723607)","(38.017222, 23.8125)",8.63080347109672
omonia,halandri,"(37.983787, 23.723607)","(38.02167, 23.82083)",9.50324460297593
omonia,douk. plakentias,"(37.983787, 23.723607)","(38.023361, 23.833055)",10.551107708250992
omonia,pallini,"(37.983787, 23.723607)","(38.00528, 23.86972)",13.024937631462914
omonia,peania - kantza,"(37.983787, 23.723607)","(37.98417, 23.87)",12.830253223838884
omonia,koropi,"(37.983787, 23.723607)","(37.91278, 23.89583)",17.04085128187425
omonia,airport,"(37.983787, 23.723607)","(37.9369, 23.9448)",20.080665412262178
victoria,attiki,"(37.993056, 23.730556)","(37.993096, 23.753713)",2.029280366370472
victoria,aghios nikolaos,"(37.993056, 23.730556)","(38.0069, 23.7277)",1.5595931694368352
victoria,kato patissia,"(37.993056, 23.730556)","(38.011944, 23.728611)",2.107155556182563
victoria,aghios eleftherios,"(37.993056, 23.730556)","(38.019722, 23.731667)",2.9667253497831383
victoria,ano patissia,"(37.993056, 23.730556)","(38.020949, 23.734997)",3.1258754649136526
victoria,perissos,"(37.993056, 23.730556)","(38.032778, 23.744722)",4.5879325286090085
victoria,pefkakia,"(37.993056, 23.730556)","(38.036944, 23.75)",5.168869110238674
victoria,nea ionia,"(37.993056, 23.730556)","(38.041528, 23.755)",5.799641158614516
victoria,iraklio,"(37.993056, 23.730556)","(38.0463, 23.7662)",6.693378188854433
victoria,irini,"(37.993056, 23.730556)","(38.0432, 23.7834)",7.246976084642061
victoria,neratziotissa,"(37.993056, 23.730556)","(38.040333, 23.788996)",7.337927877797927
victoria,maroussi,"(37.993056, 23.730556)","(38.0562, 23.805)",9.582255697519368
victoria,kat,"(37.993056, 23.730556)","(38.0648, 23.8095)",10.557134842054367
victoria,kifissia,"(37.993056, 23.730556)","(38.0737, 23.8083)",11.259403323920974
victoria,anthoupoli,"(37.993056, 23.730556)","(38.016944, 23.691667)",4.320356602208135
victoria,peristeri,"(37.993056, 23.730556)","(38.012981, 23.695731)",3.7708627448063377
victoria,aghios antonios,"(37.993056, 23.730556)","(38.006111, 23.699722)",3.067068664526326
victoria,sepolia,"(37.993056, 23.730556)","(38.002786, 23.713583)",1.8391651659660238
victoria,larissa st.,"(37.993056, 23.730556)","(37.992289, 23.720556)",0.8804571683375542
victoria,metaxourghio,"(37.993056, 23.730556)","(37.9858, 23.721)",1.1628807821948397
victoria,panepistimio,"(37.993056, 23.730556)","(37.980278, 23.733056)",1.4376440304764264
victoria,syntagma,"(37.993056, 23.730556)","(37.97499, 23.73556)",2.056165119029954
victoria,akropoli,"(37.993056, 23.730556)","(37.96875, 23.729583)",2.7040527062600774
victoria,sygroy - fix,"(37.993056, 23.730556)","(37.964605, 23.7268)",3.180693795724911
victoria,neos kosmos,"(37.993056, 23.730556)","(37.95778, 23.72861)",3.926224560164852
victoria,aghios ioannis,"(37.993056, 23.730556)","(37.9565, 23.7342)",4.077377254196605
victoria,dafni,"(37.993056, 23.730556)","(37.949236, 23.737222)",4.907479759945044
victoria,aghios dimitrios,"(37.993056, 23.730556)","(37.940278, 23.740694)",5.935564899744515
victoria,ilioupoli,"(37.993056, 23.730556)","(37.929583, 23.744514)",7.163180236474463
victoria,alimos,"(37.993056, 23.730556)","(37.918056, 23.744514)",8.428943360295767
victoria,argyroupoli,"(37.993056, 23.730556)","(37.903056, 23.745903)",10.097628995971947
victoria,elliniko,"(37.993056, 23.730556)","(37.892569, 23.747153)",11.268047648877834
victoria,dimotiko theatro,"(37.993056, 23.730556)","(37.942924, 23.647588)",9.163614460060208
victoria,maniatika,"(37.993056, 23.730556)","(37.95968, 23.640033)",8.759495373768793
victoria,nikea,"(37.993056, 23.730556)","(37.966666, 23.633333)",9.012408351823051
victoria,korydallos,"(37.993056, 23.730556)","(37.9789, 23.6405)",8.047914362844152
victoria,aghia varvara,"(37.993056, 23.730556)","(37.989722, 23.659444)",6.242789783069701
victoria,aghia marina,"(37.993056, 23.730556)","(37.9972, 23.6674)",5.553430582511203
victoria,egaleo,"(37.993056, 23.730556)","(37.9913, 23.6772)",4.679782262687296
victoria,eleonas,"(37.993056, 23.730556)","(37.9878, 23.6925)",3.3858356743743734
victoria,kerameikos,"(37.993056, 23.730556)","(37.9786, 23.7115)",2.317966285829604
victoria,evangelismos,"(37.993056, 23.730556)","(37.976388, 23.746944)",2.3447692561783477
victoria,megaro moussikis,"(37.993056, 23.730556)","(37.97861, 23.7525)",2.5057643693321863
victoria,ambelokipi,"(37.993056, 23.730556)","(37.98722, 23.7575)",2.4487793136830045
victoria,panormou,"(37.993056, 23.730556)","(37.9931, 23.7637)",2.904452231132951
victoria,katehaki,"(37.993056, 23.730556)","(37.9954, 23.7727)",3.7022569465287787
victoria,ethniki amyna,"(37.993056, 23.730556)","(38.0, 23.785555)",4.880863039269772
victoria,holargos,"(37.993056, 23.730556)","(38.001666, 23.812222)",7.219829681777101
victoria,nomismatokopio,"(37.993056, 23.730556)","(38.00917, 23.80583)",6.834679018358519
victoria,aghia paraskevi,"(37.993056, 23.730556)","(38.017222, 23.8125)",7.666053003552397
victoria,halandri,"(37.993056, 23.730556)","(38.02167, 23.82083)",8.525262480259137
victoria,douk. plakentias,"(37.993056, 23.730556)","(38.023361, 23.833055)",9.59167956508487
victoria,pallini,"(37.993056, 23.730556)","(38.00528, 23.86972)",12.269615392355222
victoria,peania - kantza,"(37.993056, 23.730556)","(37.98417, 23.87)",12.260266614867325
victoria,koropi,"(37.993056, 23.730556)","(37.91278, 23.89583)",17.01969729079795
victoria,airport,"(37.993056, 23.730556)","(37.9369, 23.9448)",19.792446014040845
attiki,aghios nikolaos,"(37.993096, 23.753713)","(38.0069, 23.7277)",2.7479809732529548
attiki,kato patissia,"(37.993096, 23.753713)","(38.011944, 23.728611)",3.0380770094409932
attiki,aghios eleftherios,"(37.993096, 23.753713)","(38.019722, 23.731667)",3.5350494253906217
attiki,ano patissia,"(37.993096, 23.753713)","(38.020949, 23.734997)",3.5044334218455075
attiki,perissos,"(37.993096, 23.753713)","(38.032778, 23.744722)",4.4821972706240585
attiki,pefkakia,"(37.993096, 23.753713)","(38.036944, 23.75)",4.8865201373262535
attiki,nea ionia,"(37.993096, 23.753713)","(38.041528, 23.755)",5.386580152466
attiki,iraklio,"(37.993096, 23.753713)","(38.0463, 23.7662)",6.01629818107404
attiki,irini,"(37.993096, 23.753713)","(38.0432, 23.7834)",6.148398080332193
attiki,neratziotissa,"(37.993096, 23.753713)","(38.040333, 23.788996)",6.094474195035165
attiki,maroussi,"(37.993096, 23.753713)","(38.0562, 23.805)",8.331743434303075
attiki,kat,"(37.993096, 23.753713)","(38.0648, 23.8095)",9.35129140648865
attiki,kifissia,"(37.993096, 23.753713)","(38.0737, 23.8083)",10.158156472208425
attiki,anthoupoli,"(37.993096, 23.753713)","(38.016944, 23.691667)",6.048559385342876
attiki,peristeri,"(37.993096, 23.753713)","(38.012981, 23.695731)",5.5406583414700314
attiki,aghios antonios,"(37.993096, 23.753713)","(38.006111, 23.699722)",4.947279340622995
attiki,sepolia,"(37.993096, 23.753713)","(38.002786, 23.713583)",3.6777816664194343
attiki,larissa st.,"(37.993096, 23.753713)","(37.992289, 23.720556)",2.906987900413273
attiki,metaxourghio,"(37.993096, 23.753713)","(37.9858, 23.721)",2.979402002406453
attiki,panepistimio,"(37.993096, 23.753713)","(37.980278, 23.733056)",2.3040967267449557
attiki,syntagma,"(37.993096, 23.753713)","(37.97499, 23.73556)",2.5660355688530796
attiki,akropoli,"(37.993096, 23.753713)","(37.96875, 23.729583)",3.4353244265647955
attiki,sygroy - fix,"(37.993096, 23.753713)","(37.964605, 23.7268)",3.94979638907197
attiki,neos kosmos,"(37.993096, 23.753713)","(37.95778, 23.72861)",4.501391977342324
attiki,aghios ioannis,"(37.993096, 23.753713)","(37.9565, 23.7342)",4.414129590422274
attiki,dafni,"(37.993096, 23.753713)","(37.949236, 23.737222)",5.086739961692209
attiki,aghios dimitrios,"(37.993096, 23.753713)","(37.940278, 23.740694)",5.9829629543994045
attiki,ilioupoli,"(37.993096, 23.753713)","(37.929583, 23.744514)",7.108230416597714
attiki,alimos,"(37.993096, 23.753713)","(37.918056, 23.744514)",8.382967480622161
attiki,argyroupoli,"(37.993096, 23.753713)","(37.903056, 23.745903)",10.035398434408446
attiki,elliniko,"(37.993096, 23.753713)","(37.892569, 23.747153)",11.19290006050832
attiki,dimotiko theatro,"(37.993096, 23.753713)","(37.942924, 23.647588)",10.847597575546635
attiki,maniatika,"(37.993096, 23.753713)","(37.95968, 23.640033)",10.634436782312937
attiki,nikea,"(37.993096, 23.753713)","(37.966666, 23.633333)",10.952596358714805
attiki,korydallos,"(37.993096, 23.753713)","(37.9789, 23.6405)",10.04672914696245
attiki,aghia varvara,"(37.993096, 23.753713)","(37.989722, 23.659444)",8.269606861960781
attiki,aghia marina,"(37.993096, 23.753713)","(37.9972, 23.6674)",7.577251385186451
attiki,egaleo,"(37.993096, 23.753713)","(37.9913, 23.6772)",6.707978839325559
attiki,eleonas,"(37.993096, 23.753713)","(37.9878, 23.6925)",5.396586942173317
attiki,kerameikos,"(37.993096, 23.753713)","(37.9786, 23.7115)",4.03543864743557
attiki,evangelismos,"(37.993096, 23.753713)","(37.976388, 23.746944)",1.9502651408581977
attiki,megaro moussikis,"(37.993096, 23.753713)","(37.97861, 23.7525)",1.6142761279695261
attiki,ambelokipi,"(37.993096, 23.753713)","(37.98722, 23.7575)",0.7328354451248816
attiki,panormou,"(37.993096, 23.753713)","(37.9931, 23.7637)",0.8751725577607496
attiki,katehaki,"(37.993096, 23.753713)","(37.9954, 23.7727)",1.6834354311879831
attiki,ethniki amyna,"(37.993096, 23.753713)","(38.0, 23.785555)",2.8939036814288026
attiki,holargos,"(37.993096, 23.753713)","(38.001666, 23.812222)",5.2147222757157445
attiki,nomismatokopio,"(37.993096, 23.753713)","(38.00917, 23.80583)",4.903897235581059
attiki,aghia paraskevi,"(37.993096, 23.753713)","(38.017222, 23.8125)",5.807479395627915
attiki,halandri,"(37.993096, 23.753713)","(38.02167, 23.82083)",6.683876588204463
attiki,douk. plakentias,"(37.993096, 23.753713)","(38.023361, 23.833055)",7.723166048743701
attiki,pallini,"(37.993096, 23.753713)","(38.00528, 23.86972)",10.254871085135047
attiki,peania - kantza,"(37.993096, 23.753713)","(37.98417, 23.87)",10.239203221382391
attiki,koropi,"(37.993096, 23.753713)","(37.91278, 23.89583)",15.330589396256501
attiki,airport,"(37.993096, 23.753713)","(37.9369, 23.9448)",17.879095649513648
aghios nikolaos,kato patissia,"(38.0069, 23.7277)","(38.011944, 23.728611)",0.5665184960271054
aghios nikolaos,aghios eleftherios,"(38.0069, 23.7277)","(38.019722, 23.731667)",1.467489689292462
aghios nikolaos,ano patissia,"(38.0069, 23.7277)","(38.020949, 23.734997)",1.6879166329140163
aghios nikolaos,perissos,"(38.0069, 23.7277)","(38.032778, 23.744722)",3.2409045828053813
aghios nikolaos,pefkakia,"(38.0069, 23.7277)","(38.036944, 23.75)",3.8699321871547916
aghios nikolaos,nea ionia,"(38.0069, 23.7277)","(38.041528, 23.755)",4.532599378063507
aghios nikolaos,iraklio,"(38.0069, 23.7277)","(38.0463, 23.7662)",5.528656364896426
aghios nikolaos,irini,"(38.0069, 23.7277)","(38.0432, 23.7834)",6.332165513652934
aghios nikolaos,neratziotissa,"(38.0069, 23.7277)","(38.040333, 23.788996)",6.530604196956023
aghios nikolaos,maroussi,"(38.0069, 23.7277)","(38.0562, 23.805)",8.711421621406464
aghios nikolaos,kat,"(38.0069, 23.7277)","(38.0648, 23.8095)",9.63192329345153
aghios nikolaos,kifissia,"(38.0069, 23.7277)","(38.0737, 23.8083)",10.246727665026503
aghios nikolaos,anthoupoli,"(38.0069, 23.7277)","(38.016944, 23.691667)",3.3485438579721123
aghios nikolaos,peristeri,"(38.0069, 23.7277)","(38.012981, 23.695731)",2.8813027432381526
aghios nikolaos,aghios antonios,"(38.0069, 23.7277)","(38.006111, 23.699722)",2.452866026748134
aghios nikolaos,sepolia,"(38.0069, 23.7277)","(38.002786, 23.713583)",1.318774423145955
aghios nikolaos,larissa st.,"(38.0069, 23.7277)","(37.992289, 23.720556)",1.7410944372899628
aghios nikolaos,metaxourghio,"(38.0069, 23.7277)","(37.9858, 23.721)",2.4185574381590076
aghios nikolaos,panepistimio,"(38.0069, 23.7277)","(37.980278, 23.733056)",2.9972124724100744
aghios nikolaos,syntagma,"(38.0069, 23.7277)","(37.97499, 23.73556)",3.6144735037122233
aghios nikolaos,akropoli,"(38.0069, 23.7277)","(37.96875, 23.729583)",4.245300839239546
aghios nikolaos,sygroy - fix,"(38.0069, 23.7277)","(37.964605, 23.7268)",4.703657302909081
aghios nikolaos,neos kosmos,"(38.0069, 23.7277)","(37.95778, 23.72861)",5.462484618784675
aghios nikolaos,aghios ioannis,"(38.0069, 23.7277)","(37.9565, 23.7342)",5.6331132293853186
aghios nikolaos,dafni,"(38.0069, 23.7277)","(37.949236, 23.737222)",6.466041379070705
aghios nikolaos,aghios dimitrios,"(38.0069, 23.7277)","(37.940278, 23.740694)",7.495086144198795
aghios nikolaos,ilioupoli,"(38.0069, 23.7277)","(37.929583, 23.744514)",8.722701368655235
aghios nikolaos,alimos,"(38.0069, 23.7277)","(37.918056, 23.744514)",9.98838122709617
aghios nikolaos,argyroupoli,"(38.0069, 23.7277)","(37.903056, 23.745903)",11.656715384730965
aghios nikolaos,elliniko,"(38.0069, 23.7277)","(37.892569, 23.747153)",12.82696001228878
aghios nikolaos,dimotiko theatro,"(38.0069, 23.7277)","(37.942924, 23.647588)",9.995775387091518
aghios nikolaos,maniatika,"(38.0069, 23.7277)","(37.95968, 23.640033)",9.30610429218106
aghios nikolaos,nikea,"(38.0069, 23.7277)","(37.966666, 23.633333)",9.4027293174945
aghios nikolaos,korydallos,"(38.0069, 23.7277)","(37.9789, 23.6405)",8.251395232329871
aghios nikolaos,aghia varvara,"(38.0069, 23.7277)","(37.989722, 23.659444)",6.278535698330557
aghios nikolaos,aghia marina,"(38.0069, 23.7277)","(37.9972, 23.6674)",5.392483993835808
aghios nikolaos,egaleo,"(38.0069, 23.7277)","(37.9913, 23.6772)",4.7528638779833114
aghios nikolaos,eleonas,"(38.0069, 23.7277)","(37.9878, 23.6925)",3.744915973737431
aghios nikolaos,kerameikos,"(38.0069, 23.7277)","(37.9786, 23.7115)",3.4522217114197438
aghios nikolaos,evangelismos,"(38.0069, 23.7277)","(37.976388, 23.746944)",3.7887934101620693
aghios nikolaos,megaro moussikis,"(38.0069, 23.7277)","(37.97861, 23.7525)",3.823422025480972
aghios nikolaos,ambelokipi,"(38.0069, 23.7277)","(37.98722, 23.7575)",3.4069721732694433
aghios nikolaos,panormou,"(38.0069, 23.7277)","(37.9931, 23.7637)",3.5078573761076246
aghios nikolaos,katehaki,"(38.0069, 23.7277)","(37.9954, 23.7727)",4.145140881960789
aghios nikolaos,ethniki amyna,"(38.0069, 23.7277)","(38.0, 23.785555)",5.1269198384834
aghios nikolaos,holargos,"(38.0069, 23.7277)","(38.001666, 23.812222)",7.428465300412237
aghios nikolaos,nomismatokopio,"(38.0069, 23.7277)","(38.00917, 23.80583)",6.84988049706208
aghios nikolaos,aghia paraskevi,"(38.0069, 23.7277)","(38.017222, 23.8125)",7.517338031964053
aghios nikolaos,halandri,"(38.0069, 23.7277)","(38.02167, 23.82083)",8.322393259517979
aghios nikolaos,douk. plakentias,"(38.0069, 23.7277)","(38.023361, 23.833055)",9.409354171878793
aghios nikolaos,pallini,"(38.0069, 23.7277)","(38.00528, 23.86972)",12.44447608447318
aghios nikolaos,peania - kantza,"(38.0069, 23.7277)","(37.98417, 23.87)",12.723068871806634
aghios nikolaos,koropi,"(38.0069, 23.7277)","(37.91278, 23.89583)",18.077637735150827
aghios nikolaos,airport,"(38.0069, 23.7277)","(37.9369, 23.9448)",20.560505118524162
kato patissia,aghios eleftherios,"(38.011944, 23.728611)","(38.019722, 23.731667)",0.9053630062308492
kato patissia,ano patissia,"(38.011944, 23.728611)","(38.020949, 23.734997)",1.1469925959854377
kato patissia,perissos,"(38.011944, 23.728611)","(38.032778, 23.744722)",2.71265077294281
kato patissia,pefkakia,"(38.011944, 23.728611)","(38.036944, 23.75)",3.352293942811953
kato patissia,nea ionia,"(38.011944, 23.728611)","(38.041528, 23.755)",4.02047037287402
kato patissia,iraklio,"(38.011944, 23.728611)","(38.0463, 23.7662)",5.043176710418732
kato patissia,irini,"(38.011944, 23.728611)","(38.0432, 23.7834)",5.925307729659873
kato patissia,neratziotissa,"(38.011944, 23.728611)","(38.040333, 23.788996)",6.159605993165004
kato patissia,maroussi,"(38.011944, 23.728611)","(38.0562, 23.805)",8.305242289544417
kato patissia,kat,"(38.011944, 23.728611)","(38.0648, 23.8095)",9.204689145503789
kato patissia,kifissia,"(38.011944, 23.728611)","(38.0737, 23.8083)",9.790540414794958
kato patissia,anthoupoli,"(38.011944, 23.728611)","(38.016944, 23.691667)",3.283909706999787
kato patissia,peristeri,"(38.011944, 23.728611)","(38.012981, 23.695731)",2.8828588999069003
kato patissia,aghios antonios,"(38.011944, 23.728611)","(38.006111, 23.699722)",2.6128107619742322
kato patissia,sepolia,"(38.011944, 23.728611)","(38.002786, 23.713583)",1.6645093898722383
kato patissia,larissa st.,"(38.011944, 23.728611)","(37.992289, 23.720556)",2.2966738121567314
kato patissia,metaxourghio,"(38.011944, 23.728611)","(37.9858, 23.721)",2.982600386628338
kato patissia,panepistimio,"(38.011944, 23.728611)","(37.980278, 23.733056)",3.542581402787666
kato patissia,syntagma,"(38.011944, 23.728611)","(37.97499, 23.73556)",4.153979116308702
kato patissia,akropoli,"(38.011944, 23.728611)","(37.96875, 23.729583)",4.80371557750895
kato patissia,sygroy - fix,"(38.011944, 23.728611)","(37.964605, 23.7268)",5.2662559947220915
kato patissia,neos kosmos,"(38.011944, 23.728611)","(37.95778, 23.72861)",6.022770326406603
kato patissia,aghios ioannis,"(38.011944, 23.728611)","(37.9565, 23.7342)",6.184528403960694
kato patissia,dafni,"(38.011944, 23.728611)","(37.949236, 23.737222)",7.01354667882808
kato patissia,aghios dimitrios,"(38.011944, 23.728611)","(37.940278, 23.740694)",8.038976880244642
kato patissia,ilioupoli,"(38.011944, 23.728611)","(37.929583, 23.744514)",9.263627250160374
kato patissia,alimos,"(38.011944, 23.728611)","(37.918056, 23.744514)",10.532557833145523
kato patissia,argyroupoli,"(38.011944, 23.728611)","(37.903056, 23.745903)",12.202355338077263
kato patissia,elliniko,"(38.011944, 23.728611)","(37.892569, 23.747153)",13.373101945375167
kato patissia,dimotiko theatro,"(38.011944, 23.728611)","(37.942924, 23.647588)",10.456303160437141
kato patissia,maniatika,"(38.011944, 23.728611)","(37.95968, 23.640033)",9.697274171313369
kato patissia,nikea,"(38.011944, 23.728611)","(37.966666, 23.633333)",9.750204354884357
kato patissia,korydallos,"(38.011944, 23.728611)","(37.9789, 23.6405)",8.550726271943976
kato patissia,aghia varvara,"(38.011944, 23.728611)","(37.989722, 23.659444)",6.544916928832993
kato patissia,aghia marina,"(38.011944, 23.728611)","(37.9972, 23.6674)",5.608139519552792
kato patissia,egaleo,"(38.011944, 23.728611)","(37.9913, 23.6772)",5.05584146077034
kato patissia,eleonas,"(38.011944, 23.728611)","(37.9878, 23.6925)",4.1496348462952914
kato patissia,kerameikos,"(38.011944, 23.728611)","(37.9786, 23.7115)",3.9993991220120413
kato patissia,evangelismos,"(38.011944, 23.728611)","(37.976388, 23.746944)",4.2675834578425
kato patissia,megaro moussikis,"(38.011944, 23.728611)","(37.97861, 23.7525)",4.256860573060461
kato patissia,ambelokipi,"(38.011944, 23.728611)","(37.98722, 23.7575)",3.73708140216571
kato patissia,panormou,"(38.011944, 23.728611)","(37.9931, 23.7637)",3.720625248299523
kato patissia,katehaki,"(38.011944, 23.728611)","(37.9954, 23.7727)",4.278672962591937
kato patissia,ethniki amyna,"(38.011944, 23.728611)","(38.0, 23.785555)",5.162938516116815
kato patissia,holargos,"(38.011944, 23.728611)","(38.001666, 23.812222)",7.414172998295294
kato patissia,nomismatokopio,"(38.011944, 23.728611)","(38.00917, 23.80583)",6.772208127401179
kato patissia,aghia paraskevi,"(38.011944, 23.728611)","(38.017222, 23.8125)",7.372533464314937
kato patissia,halandri,"(38.011944, 23.728611)","(38.02167, 23.82083)",8.150712681027004
kato patissia,douk. plakentias,"(38.011944, 23.728611)","(38.023361, 23.833055)",9.237138582631056
kato patissia,pallini,"(38.011944, 23.728611)","(38.00528, 23.86972)",12.38511622253593
kato patissia,peania - kantza,"(38.011944, 23.728611)","(37.98417, 23.87)",12.768365292904072
kato patissia,koropi,"(38.011944, 23.728611)","(37.91278, 23.89583)",18.3437282095152
kato patissia,airport,"(38.011944, 23.728611)","(37.9369, 23.9448)",20.70561560429384
aghios eleftherios,ano patissia,"(38.019722, 23.731667)","(38.020949, 23.734997)",0.322033771278876
aghios eleftherios,perissos,"(38.019722, 23.731667)","(38.032778, 23.744722)",1.848032843282594
aghios eleftherios,pefkakia,"(38.019722, 23.731667)","(38.036944, 23.75)",2.4991456766215787
aghios eleftherios,nea ionia,"(38.019722, 23.731667)","(38.041528, 23.755)",3.171084659380093
aghios eleftherios,iraklio,"(38.019722, 23.731667)","(38.0463, 23.7662)",4.228684206990162
aghios eleftherios,irini,"(38.019722, 23.731667)","(38.0432, 23.7834)",5.229326356444724
aghios eleftherios,neratziotissa,"(38.019722, 23.731667)","(38.040333, 23.788996)",5.519579511184903
aghios eleftherios,maroussi,"(38.019722, 23.731667)","(38.0562, 23.805)",7.595971796139115
aghios eleftherios,kat,"(38.019722, 23.731667)","(38.0648, 23.8095)",8.460663603909337
aghios eleftherios,kifissia,"(38.019722, 23.731667)","(38.0737, 23.8083)",9.003123552893202
aghios eleftherios,anthoupoli,"(38.019722, 23.731667)","(38.016944, 23.691667)",3.5176296026531677
aghios eleftherios,peristeri,"(38.019722, 23.731667)","(38.012981, 23.695731)",3.2361206918684853
aghios eleftherios,aghios antonios,"(38.019722, 23.731667)","(38.006111, 23.699722)",3.1816489476825867
aghios eleftherios,sepolia,"(38.019722, 23.731667)","(38.002786, 23.713583)",2.4610043115464637
aghios eleftherios,larissa st.,"(38.019722, 23.731667)","(37.992289, 23.720556)",3.201988252303221
aghios eleftherios,metaxourghio,"(38.019722, 23.731667)","(37.9858, 23.721)",3.886029797127763
aghios eleftherios,panepistimio,"(38.019722, 23.731667)","(37.980278, 23.733056)",4.387667084216779
aghios eleftherios,syntagma,"(38.019722, 23.731667)","(37.97499, 23.73556)",4.985662336392091
aghios eleftherios,akropoli,"(38.019722, 23.731667)","(37.96875, 23.729583)",5.6707769283446465
aghios eleftherios,sygroy - fix,"(38.019722, 23.731667)","(37.964605, 23.7268)",6.143561852362925
aghios eleftherios,neos kosmos,"(38.019722, 23.731667)","(37.95778, 23.72861)",6.89285394116051
aghios eleftherios,aghios ioannis,"(38.019722, 23.731667)","(37.9565, 23.7342)",7.033479284731032
aghios eleftherios,dafni,"(38.019722, 23.731667)","(37.949236, 23.737222)",7.852802458484843
aghios eleftherios,aghios dimitrios,"(38.019722, 23.731667)","(37.940278, 23.740694)",8.86914208884981
aghios eleftherios,ilioupoli,"(38.019722, 23.731667)","(37.929583, 23.744514)",10.086072236564013
aghios eleftherios,alimos,"(38.019722, 23.731667)","(37.918056, 23.744514)",11.360714431382194
aghios eleftherios,argyroupoli,"(38.019722, 23.731667)","(37.903056, 23.745903)",13.032582445996116
aghios eleftherios,elliniko,"(38.019722, 23.731667)","(37.892569, 23.747153)",14.20382982682159
aghios eleftherios,dimotiko theatro,"(38.019722, 23.731667)","(37.942924, 23.647588)",11.279540444261562
aghios eleftherios,maniatika,"(38.019722, 23.731667)","(37.95968, 23.640033)",10.443215018847159
aghios eleftherios,nikea,"(38.019722, 23.731667)","(37.966666, 23.633333)",10.443154374051499
aghios eleftherios,korydallos,"(38.019722, 23.731667)","(37.9789, 23.6405)",9.187970853718765
aghios eleftherios,aghia varvara,"(38.019722, 23.731667)","(37.989722, 23.659444)",7.1534096872743005
aghios eleftherios,aghia marina,"(38.019722, 23.731667)","(37.9972, 23.6674)",6.162425660549661
aghios eleftherios,egaleo,"(38.019722, 23.731667)","(37.9913, 23.6772)",5.723803214206616
aghios eleftherios,eleonas,"(38.019722, 23.731667)","(37.9878, 23.6925)",4.937241685740258
aghios eleftherios,kerameikos,"(38.019722, 23.731667)","(37.9786, 23.7115)",4.902144984485077
aghios eleftherios,evangelismos,"(38.019722, 23.731667)","(37.976388, 23.746944)",5.001019307153522
aghios eleftherios,megaro moussikis,"(38.019722, 23.731667)","(37.97861, 23.7525)",4.922449737468691
aghios eleftherios,ambelokipi,"(38.019722, 23.731667)","(37.98722, 23.7575)",4.264349790869446
aghios eleftherios,panormou,"(38.019722, 23.731667)","(37.9931, 23.7637)",4.079201170821988
aghios eleftherios,katehaki,"(38.019722, 23.731667)","(37.9954, 23.7727)",4.498745139094803
aghios eleftherios,ethniki amyna,"(38.019722, 23.731667)","(38.0, 23.785555)",5.205653223133814
aghios eleftherios,holargos,"(38.019722, 23.731667)","(38.001666, 23.812222)",7.3374651883688236
aghios eleftherios,nomismatokopio,"(38.019722, 23.731667)","(38.00917, 23.80583)",6.602195654893005
aghios eleftherios,aghia paraskevi,"(38.019722, 23.731667)","(38.017222, 23.8125)",7.086493290014308
aghios eleftherios,halandri,"(38.019722, 23.731667)","(38.02167, 23.82083)",7.813519683352637
aghios eleftherios,douk. plakentias,"(38.019722, 23.731667)","(38.023361, 23.833055)",8.89051492628938
aghios eleftherios,pallini,"(38.019722, 23.731667)","(38.00528, 23.86972)",12.200689587534542
aghios eleftherios,peania - kantza,"(38.019722, 23.731667)","(37.98417, 23.87)",12.749199067751313
aghios eleftherios,koropi,"(38.019722, 23.731667)","(37.91278, 23.89583)",18.66837733111173
aghios eleftherios,airport,"(38.019722, 23.731667)","(37.9369, 23.9448)",20.827557266396926
ano patissia,perissos,"(38.020949, 23.734997)","(38.032778, 23.744722)",1.567061735700232
ano patissia,pefkakia,"(38.020949, 23.734997)","(38.036944, 23.75)",2.2113617337453584
ano patissia,nea ionia,"(38.020949, 23.734997)","(38.041528, 23.755)",2.8819534641656173
ano patissia,iraklio,"(38.020949, 23.734997)","(38.0463, 23.7662)",3.9261519289144933
ano patissia,irini,"(38.020949, 23.734997)","(38.0432, 23.7834)",4.908545282364913
ano patissia,neratziotissa,"(38.020949, 23.734997)","(38.040333, 23.788996)",5.197559648431781
ano patissia,maroussi,"(38.020949, 23.734997)","(38.0562, 23.805)",7.276611730547895
ano patissia,kat,"(38.020949, 23.734997)","(38.0648, 23.8095)",8.145101980795623
ano patissia,kifissia,"(38.020949, 23.734997)","(38.0737, 23.8083)",8.695276023535028
ano patissia,anthoupoli,"(38.020949, 23.734997)","(38.016944, 23.691667)",3.8217553922686642
ano patissia,peristeri,"(38.020949, 23.734997)","(38.012981, 23.695731)",3.5520784882530294
