From Station,To Station,Coordenadas 1,Coordenadas 2,Distancia
irini,alimos,"(38.0432, 23.7834)","(37.918056, 23.744514)",14.32669267621249
irini,argyroupoli,"(38.0432, 23.7834)","(37.903056, 23.745903)",15.926173606863394
irini,elliniko,"(38.0432, 23.7834)","(37.892569, 23.747153)",17.048152409788187
irini,dimotiko theatro,"(38.0432, 23.7834)","(37.942924, 23.647588)",16.308567808230777
irini,maniatika,"(38.0432, 23.7834)","(37.95968, 23.640033)",15.622165449174595
irini,nikea,"(38.0432, 23.7834)","(37.966666, 23.633333)",15.662200382570143
irini,korydallos,"(38.0432, 23.7834)","(37.9789, 23.6405)",14.417221281293548
irini,aghia varvara,"(38.0432, 23.7834)","(37.989722, 23.659444)",12.380527530563931
irini,aghia marina,"(38.0432, 23.7834)","(37.9972, 23.6674)",11.376210289464293
irini,egaleo,"(38.0432, 23.7834)","(37.9913, 23.6772)",10.94793562453523
irini,eleonas,"(38.0432, 23.7834)","(37.9878, 23.6925)",10.067835990041049
irini,kerameikos,"(38.0432, 23.7834)","(37.9786, 23.7115)",9.553935713038337
irini,evangelismos,"(38.0432, 23.7834)","(37.976388, 23.746944)",8.086646077726334
irini,megaro moussikis,"(38.0432, 23.7834)","(37.97861, 23.7525)",7.675353723170184
irini,ambelokipi,"(38.0432, 23.7834)","(37.98722, 23.7575)",6.6253368665727885
irini,panormou,"(38.0432, 23.7834)","(37.9931, 23.7637)",5.832051463299278
irini,katehaki,"(38.0432, 23.7834)","(37.9954, 23.7727)",5.397139772023471
irini,ethniki amyna,"(38.0432, 23.7834)","(38.0, 23.785555)",4.807335187566235
irini,holargos,"(38.0432, 23.7834)","(38.001666, 23.812222)",5.2634100522299105
irini,nomismatokopio,"(38.0432, 23.7834)","(38.00917, 23.80583)",4.263611827135796
irini,aghia paraskevi,"(38.0432, 23.7834)","(38.017222, 23.8125)",3.8523263833195607
irini,halandri,"(38.0432, 23.7834)","(38.02167, 23.82083)",4.059367551973815
irini,douk. plakentias,"(38.0432, 23.7834)","(38.023361, 23.833055)",4.876445180211481
irini,pallini,"(38.0432, 23.7834)","(38.00528, 23.86972)",8.657331475213882
irini,peania - kantza,"(38.0432, 23.7834)","(37.98417, 23.87)",10.03207358558399
irini,koropi,"(38.0432, 23.7834)","(37.91278, 23.89583)",17.533365239202165
irini,airport,"(38.0432, 23.7834)","(37.9369, 23.9448)",18.43293490486551
neratziotissa,maroussi,"(38.040333, 23.788996)","(38.0562, 23.805)",2.2531695427592124
neratziotissa,kat,"(38.040333, 23.788996)","(38.0648, 23.8095)",3.2595912181784237
neratziotissa,kifissia,"(38.040333, 23.788996)","(38.0737, 23.8083)",4.077077055192837
neratziotissa,anthoupoli,"(38.040333, 23.788996)","(38.016944, 23.691667)",8.912805527636953
neratziotissa,peristeri,"(38.040333, 23.788996)","(38.012981, 23.695731)",8.71697517590996
neratziotissa,aghios antonios,"(38.040333, 23.788996)","(38.006111, 23.699722)",8.696687812582049
neratziotissa,sepolia,"(38.040333, 23.788996)","(38.002786, 23.713583)",7.814712264463213
neratziotissa,larissa st.,"(38.040333, 23.788996)","(37.992289, 23.720556)",8.03035852100437
neratziotissa,metaxourghio,"(38.040333, 23.788996)","(37.9858, 23.721)",8.500287412801637
neratziotissa,panepistimio,"(38.040333, 23.788996)","(37.980278, 23.733056)",8.283264194944266
neratziotissa,syntagma,"(38.040333, 23.788996)","(37.97499, 23.73556)",8.643536435426043
neratziotissa,akropoli,"(38.040333, 23.788996)","(37.96875, 23.729583)",9.510778801378969
neratziotissa,sygroy - fix,"(38.040333, 23.788996)","(37.964605, 23.7268)",10.030176371620922
neratziotissa,neos kosmos,"(38.040333, 23.788996)","(37.95778, 23.72861)",10.59530403417267
neratziotissa,aghios ioannis,"(38.040333, 23.788996)","(37.9565, 23.7342)",10.485731297577265
neratziotissa,dafni,"(38.040333, 23.788996)","(37.949236, 23.737222)",11.0991485669338
neratziotissa,aghios dimitrios,"(38.040333, 23.788996)","(37.940278, 23.740694)",11.90365979132655
neratziotissa,ilioupoli,"(38.040333, 23.788996)","(37.929583, 23.744514)",12.917178228914645
neratziotissa,alimos,"(38.040333, 23.788996)","(37.918056, 23.744514)",14.14453162688029
neratziotissa,argyroupoli,"(38.040333, 23.788996)","(37.903056, 23.745903)",15.724962691582732
neratziotissa,elliniko,"(38.040333, 23.788996)","(37.892569, 23.747153)",16.83509442792915
neratziotissa,dimotiko theatro,"(38.040333, 23.788996)","(37.942924, 23.647588)",16.458453489883333
neratziotissa,maniatika,"(38.040333, 23.788996)","(37.95968, 23.640033)",15.836616596137718
neratziotissa,nikea,"(38.040333, 23.788996)","(37.966666, 23.633333)",15.909784660706494
neratziotissa,korydallos,"(38.040333, 23.788996)","(37.9789, 23.6405)",14.694279018629935
neratziotissa,aghia varvara,"(38.040333, 23.788996)","(37.989722, 23.659444)",12.668059421597329
neratziotissa,aghia marina,"(38.040333, 23.788996)","(37.9972, 23.6674)",11.681849484423214
neratziotissa,egaleo,"(38.040333, 23.788996)","(37.9913, 23.6772)",11.20914218041141
neratziotissa,eleonas,"(38.040333, 23.788996)","(37.9878, 23.6925)",10.275508651998278
neratziotissa,kerameikos,"(38.040333, 23.788996)","(37.9786, 23.7115)",9.654948460463158
neratziotissa,evangelismos,"(38.040333, 23.788996)","(37.976388, 23.746944)",8.008208730969962
neratziotissa,megaro moussikis,"(38.040333, 23.788996)","(37.97861, 23.7525)",7.571567489879355
neratziotissa,ambelokipi,"(38.040333, 23.788996)","(37.98722, 23.7575)",6.51867936798085
neratziotissa,panormou,"(38.040333, 23.788996)","(37.9931, 23.7637)",5.7004375417446
neratziotissa,katehaki,"(38.040333, 23.788996)","(37.9954, 23.7727)",5.196269071315093
neratziotissa,ethniki amyna,"(38.040333, 23.788996)","(38.0, 23.785555)",4.494949296699647
neratziotissa,holargos,"(38.040333, 23.788996)","(38.001666, 23.812222)",4.756655414360912
neratziotissa,nomismatokopio,"(38.040333, 23.788996)","(38.00917, 23.80583)",3.765860513956546
neratziotissa,aghia paraskevi,"(38.040333, 23.788996)","(38.017222, 23.8125)",3.2927480230575905
neratziotissa,halandri,"(38.040333, 23.788996)","(38.02167, 23.82083)",3.4757303062162754
neratziotissa,douk. plakentias,"(38.040333, 23.788996)","(38.023361, 23.833055)",4.295654978942943
neratziotissa,pallini,"(38.040333, 23.788996)","(38.00528, 23.86972)",8.07417396159049
neratziotissa,peania - kantza,"(38.040333, 23.788996)","(37.98417, 23.87)",9.453182300156996
neratziotissa,koropi,"(38.040333, 23.788996)","(37.91278, 23.89583)",16.995624968391688
neratziotissa,airport,"(38.040333, 23.788996)","(37.9369, 23.9448)",17.852544589610872
maroussi,kat,"(38.0562, 23.805)","(38.0648, 23.8095)",1.034255958551471
maroussi,kifissia,"(38.0562, 23.805)","(38.0737, 23.8083)",1.967242678683805
maroussi,anthoupoli,"(38.0562, 23.805)","(38.016944, 23.691667)",10.843046627292766
maroussi,peristeri,"(38.0562, 23.805)","(38.012981, 23.695731)",10.708831716159205
maroussi,aghios antonios,"(38.0562, 23.805)","(38.006111, 23.699722)",10.77241702520978
maroussi,sepolia,"(38.0562, 23.805)","(38.002786, 23.713583)",9.969364293936643
maroussi,larissa st.,"(38.0562, 23.805)","(37.992289, 23.720556)",10.257484191762272
maroussi,metaxourghio,"(38.0562, 23.805)","(37.9858, 23.721)",10.743510190870431
maroussi,panepistimio,"(38.0562, 23.805)","(37.980278, 23.733056)",10.535172474829903
maroussi,syntagma,"(38.0562, 23.805)","(37.97499, 23.73556)",10.888042057753468
maroussi,akropoli,"(38.0562, 23.805)","(37.96875, 23.729583)",11.75629836645716
maroussi,sygroy - fix,"(38.0562, 23.805)","(37.964605, 23.7268)",12.274793327737894
maroussi,neos kosmos,"(38.0562, 23.805)","(37.95778, 23.72861)",12.828162650965208
maroussi,aghios ioannis,"(38.0562, 23.805)","(37.9565, 23.7342)",12.703619288532686
maroussi,dafni,"(38.0562, 23.805)","(37.949236, 23.737222)",13.294063291026253
maroussi,aghios dimitrios,"(38.0562, 23.805)","(37.940278, 23.740694)",14.067767169799245
maroussi,ilioupoli,"(38.0562, 23.805)","(37.929583, 23.744514)",15.043886021825918
maroussi,alimos,"(38.0562, 23.805)","(37.918056, 23.744514)",16.249851169046988
maroussi,argyroupoli,"(38.0562, 23.805)","(37.903056, 23.745903)",17.79919075831473
maroussi,elliniko,"(38.0562, 23.805)","(37.892569, 23.747153)",18.888263474699915
maroussi,dimotiko theatro,"(38.0562, 23.805)","(37.942924, 23.647588)",18.678828256527023
maroussi,maniatika,"(38.0562, 23.805)","(37.95968, 23.640033)",18.002389211660127
maroussi,nikea,"(38.0562, 23.805)","(37.966666, 23.633333)",18.03626038639463
maroussi,korydallos,"(38.0562, 23.805)","(37.9789, 23.6405)",16.779257947172344
maroussi,aghia varvara,"(38.0562, 23.805)","(37.989722, 23.659444)",14.737899388284758
maroussi,aghia marina,"(38.0562, 23.805)","(37.9972, 23.6674)",13.72237323374399
maroussi,egaleo,"(38.0562, 23.805)","(37.9913, 23.6772)",13.31905947769254
maroussi,eleonas,"(38.0562, 23.805)","(37.9878, 23.6925)",12.448326551119832
maroussi,kerameikos,"(38.0562, 23.805)","(37.9786, 23.7115)",11.897237987330035
maroussi,evangelismos,"(38.0562, 23.805)","(37.976388, 23.746944)",10.228722074868529
maroussi,megaro moussikis,"(38.0562, 23.805)","(37.97861, 23.7525)",9.776898776135987
maroussi,ambelokipi,"(38.0562, 23.805)","(37.98722, 23.7575)",8.726124465498883
maroussi,panormou,"(38.0562, 23.805)","(37.9931, 23.7637)",7.894118068505857
maroussi,katehaki,"(38.0562, 23.805)","(37.9954, 23.7727)",7.328781852023493
maroussi,ethniki amyna,"(38.0562, 23.805)","(38.0, 23.785555)",6.477101789982795
maroussi,holargos,"(38.0562, 23.805)","(38.001666, 23.812222)",6.096816440307535
maroussi,nomismatokopio,"(38.0562, 23.805)","(38.00917, 23.80583)",5.230009857503053
maroussi,aghia paraskevi,"(38.0562, 23.805)","(38.017222, 23.8125)",4.383651585854792
maroussi,halandri,"(38.0562, 23.805)","(38.02167, 23.82083)",4.082179560895222
maroussi,douk. plakentias,"(38.0562, 23.805)","(38.023361, 23.833055)",4.401158824247367
maroussi,pallini,"(38.0562, 23.805)","(38.00528, 23.86972)",8.011966807653373
maroussi,peania - kantza,"(38.0562, 23.805)","(37.98417, 23.87)",9.827050697596244
maroussi,koropi,"(38.0562, 23.805)","(37.91278, 23.89583)",17.823998473447215
maroussi,airport,"(38.0562, 23.805)","(37.9369, 23.9448)",18.056691981320075
kat,kifissia,"(38.0648, 23.8095)","(38.0737, 23.8083)",0.995195933978963
kat,anthoupoli,"(38.0648, 23.8095)","(38.016944, 23.691667)",11.610377903114177
kat,peristeri,"(38.0648, 23.8095)","(38.012981, 23.695731)",11.509639968382189
kat,aghios antonios,"(38.0648, 23.8095)","(38.006111, 23.699722)",11.620013183812404
kat,sepolia,"(38.0648, 23.8095)","(38.002786, 23.713583)",10.868346768363239
kat,larissa st.,"(38.0648, 23.8095)","(37.992289, 23.720556)",11.211674893503531
kat,metaxourghio,"(38.0648, 23.8095)","(37.9858, 23.721)",11.715742206497465
kat,panepistimio,"(38.0648, 23.8095)","(37.980278, 23.733056)",11.539904474989896
kat,syntagma,"(38.0648, 23.8095)","(37.97499, 23.73556)",11.902996843924228
kat,akropoli,"(38.0648, 23.8095)","(37.96875, 23.729583)",12.77035346555418
kat,sygroy - fix,"(38.0648, 23.8095)","(37.964605, 23.7268)",13.289679333196275
kat,neos kosmos,"(38.0648, 23.8095)","(37.95778, 23.72861)",13.850414060140206
kat,aghios ioannis,"(38.0648, 23.8095)","(37.9565, 23.7342)",13.73102506143863
kat,dafni,"(38.0648, 23.8095)","(37.949236, 23.737222)",14.325785601292829
kat,aghios dimitrios,"(38.0648, 23.8095)","(37.940278, 23.740694)",15.101796633257198
kat,ilioupoli,"(38.0648, 23.8095)","(37.929583, 23.744514)",16.077695217626776
kat,alimos,"(38.0648, 23.8095)","(37.918056, 23.744514)",17.282463065718645
kat,argyroupoli,"(38.0648, 23.8095)","(37.903056, 23.745903)",18.829022076939975
kat,elliniko,"(38.0648, 23.8095)","(37.892569, 23.747153)",19.915620142767086
kat,dimotiko theatro,"(38.0648, 23.8095)","(37.942924, 23.647588)",19.619180797751458
kat,maniatika,"(38.0648, 23.8095)","(37.95968, 23.640033)",18.895855821276985
kat,nikea,"(38.0648, 23.8095)","(37.966666, 23.633333)",18.901004926777663
kat,korydallos,"(38.0648, 23.8095)","(37.9789, 23.6405)",17.617839190308477
kat,aghia varvara,"(38.0648, 23.8095)","(37.989722, 23.659444)",15.570629432461542
kat,aghia marina,"(38.0648, 23.8095)","(37.9972, 23.6674)",14.53972916293904
kat,egaleo,"(38.0648, 23.8095)","(37.9913, 23.6772)",14.180223407001126
kat,eleonas,"(38.0648, 23.8095)","(37.9878, 23.6925)",13.354169008668055
kat,kerameikos,"(38.0648, 23.8095)","(37.9786, 23.7115)",12.867253080659406
kat,evangelismos,"(38.0648, 23.8095)","(37.976388, 23.746944)",11.255058565557372
kat,megaro moussikis,"(38.0648, 23.8095)","(37.97861, 23.7525)",10.806550223744665
kat,ambelokipi,"(38.0648, 23.8095)","(37.98722, 23.7575)",9.755138021030223
kat,panormou,"(38.0648, 23.8095)","(37.9931, 23.7637)",8.92503381445477
kat,katehaki,"(38.0648, 23.8095)","(37.9954, 23.7727)",8.36302290238488
kat,ethniki amyna,"(38.0648, 23.8095)","(38.0, 23.785555)",7.504441618434725
kat,holargos,"(38.0648, 23.8095)","(38.001666, 23.812222)",7.024237013426755
kat,nomismatokopio,"(38.0648, 23.8095)","(38.00917, 23.80583)",6.1941270312150465
kat,aghia paraskevi,"(38.0648, 23.8095)","(38.017222, 23.8125)",5.296958850684708
kat,halandri,"(38.0648, 23.8095)","(38.02167, 23.82083)",4.897401662291597
kat,douk. plakentias,"(38.0648, 23.8095)","(38.023361, 23.833055)",5.048439300901806
kat,pallini,"(38.0648, 23.8095)","(38.00528, 23.86972)",8.462785978859541
kat,peania - kantza,"(38.0648, 23.8095)","(37.98417, 23.87)",10.414741696485102
kat,koropi,"(38.0648, 23.8095)","(37.91278, 23.89583)",18.519715933998604
kat,airport,"(38.0648, 23.8095)","(37.9369, 23.9448)",18.515065436534734
kifissia,anthoupoli,"(38.0737, 23.8083)","(38.016944, 23.691667)",12.00592225187713
kifissia,peristeri,"(38.0737, 23.8083)","(38.012981, 23.695731)",11.94825772677541
kifissia,aghios antonios,"(38.0737, 23.8083)","(38.006111, 23.699722)",12.120224433089305
kifissia,sepolia,"(38.0737, 23.8083)","(38.002786, 23.713583)",11.444893726275202
kifissia,larissa st.,"(38.0737, 23.8083)","(37.992289, 23.720556)",11.874588192625769
kifissia,metaxourghio,"(38.0737, 23.8083)","(37.9858, 23.721)",12.409635135156359
kifissia,panepistimio,"(38.0737, 23.8083)","(37.980278, 23.733056)",12.302392302556303
kifissia,syntagma,"(38.0737, 23.8083)","(37.97499, 23.73556)",12.691373700218447
kifissia,akropoli,"(38.0737, 23.8083)","(37.96875, 23.729583)",13.554845905090016
kifissia,sygroy - fix,"(38.0737, 23.8083)","(37.964605, 23.7268)",14.07579450717803
kifissia,neos kosmos,"(38.0737, 23.8083)","(37.95778, 23.72861)",14.65885192155017
kifissia,aghios ioannis,"(38.0737, 23.8083)","(37.9565, 23.7342)",14.559343383255875
kifissia,dafni,"(38.0737, 23.8083)","(37.949236, 23.737222)",15.17617248211608
kifissia,aghios dimitrios,"(38.0737, 23.8083)","(37.940278, 23.740694)",15.974608759860258
kifissia,ilioupoli,"(38.0737, 23.8083)","(37.929583, 23.744514)",16.97176007517483
kifissia,alimos,"(38.0737, 23.8083)","(37.918056, 23.744514)",18.18704548825701
kifissia,argyroupoli,"(38.0737, 23.8083)","(37.903056, 23.745903)",19.74699910032583
kifissia,elliniko,"(38.0737, 23.8083)","(37.892569, 23.747153)",20.841662284574596
kifissia,dimotiko theatro,"(38.0737, 23.8083)","(37.942924, 23.647588)",20.241505237257314
kifissia,maniatika,"(38.0737, 23.8083)","(37.95968, 23.640033)",19.44302166585021
kifissia,nikea,"(38.0737, 23.8083)","(37.966666, 23.633333)",19.405229751405276
kifissia,korydallos,"(38.0737, 23.8083)","(37.9789, 23.6405)",18.087164120925106
kifissia,aghia varvara,"(38.0737, 23.8083)","(37.989722, 23.659444)",16.036672188412144
kifissia,aghia marina,"(38.0737, 23.8083)","(37.9972, 23.6674)",14.987901455940936
kifissia,egaleo,"(38.0737, 23.8083)","(37.9913, 23.6772)",14.689908929714504
kifissia,eleonas,"(38.0737, 23.8083)","(37.9878, 23.6925)",13.93211936948129
kifissia,kerameikos,"(38.0737, 23.8083)","(37.9786, 23.7115)",13.55413239121378
kifissia,evangelismos,"(38.0737, 23.8083)","(37.976388, 23.746944)",12.081779567112333
kifissia,megaro moussikis,"(38.0737, 23.8083)","(37.97861, 23.7525)",11.64854119427668
kifissia,ambelokipi,"(38.0737, 23.8083)","(37.98722, 23.7575)",10.595633736654186
kifissia,panormou,"(38.0737, 23.8083)","(37.9931, 23.7637)",9.77658661853612
kifissia,katehaki,"(38.0737, 23.8083)","(37.9954, 23.7727)",9.248014716975264
kifissia,ethniki amyna,"(38.0737, 23.8083)","(38.0, 23.785555)",8.433699203941893
kifissia,holargos,"(38.0737, 23.8083)","(38.001666, 23.812222)",8.017187653459679
kifissia,nomismatokopio,"(38.0737, 23.8083)","(38.00917, 23.80583)",7.178678111777819
kifissia,aghia paraskevi,"(38.0737, 23.8083)","(38.017222, 23.8125)",6.290836137269384
kifissia,halandri,"(38.0737, 23.8083)","(38.02167, 23.82083)",5.888601589471161
kifissia,douk. plakentias,"(38.0737, 23.8083)","(38.023361, 23.833055)",6.0025182693163055
kifissia,pallini,"(38.0737, 23.8083)","(38.00528, 23.86972)",9.317388384946682
kifissia,peania - kantza,"(38.0737, 23.8083)","(37.98417, 23.87)",11.327544840624036
kifissia,koropi,"(38.0737, 23.8083)","(37.91278, 23.89583)",19.468225406980864
kifissia,airport,"(38.0737, 23.8083)","(37.9369, 23.9448)",19.35000466991542
anthoupoli,peristeri,"(38.016944, 23.691667)","(38.012981, 23.695731)",0.5665172112003565
anthoupoli,aghios antonios,"(38.016944, 23.691667)","(38.006111, 23.699722)",1.396067612256947
anthoupoli,sepolia,"(38.016944, 23.691667)","(38.002786, 23.713583)",2.4829717543377154
anthoupoli,larissa st.,"(38.016944, 23.691667)","(37.992289, 23.720556)",3.731322877838076
anthoupoli,metaxourghio,"(38.016944, 23.691667)","(37.9858, 23.721)",4.312619093729744
anthoupoli,panepistimio,"(38.016944, 23.691667)","(37.980278, 23.733056)",5.456691049880771
anthoupoli,syntagma,"(38.016944, 23.691667)","(37.97499, 23.73556)",6.0462012347596685
anthoupoli,akropoli,"(38.016944, 23.691667)","(37.96875, 23.729583)",6.305401703486715
anthoupoli,sygroy - fix,"(38.016944, 23.691667)","(37.964605, 23.7268)",6.584056746451848
anthoupoli,neos kosmos,"(38.016944, 23.691667)","(37.95778, 23.72861)",7.332258810566186
anthoupoli,aghios ioannis,"(38.016944, 23.691667)","(37.9565, 23.7342)",7.685532362295005
anthoupoli,dafni,"(38.016944, 23.691667)","(37.949236, 23.737222)",8.52194136421763
anthoupoli,aghios dimitrios,"(38.016944, 23.691667)","(37.940278, 23.740694)",9.546676397790733
anthoupoli,ilioupoli,"(38.016944, 23.691667)","(37.929583, 23.744514)",10.762070164331154
anthoupoli,alimos,"(38.016944, 23.691667)","(37.918056, 23.744514)",11.931908414784862
anthoupoli,argyroupoli,"(38.016944, 23.691667)","(37.903056, 23.745903)",13.527031547327345
anthoupoli,elliniko,"(38.016944, 23.691667)","(37.892569, 23.747153)",14.660575627360616
anthoupoli,dimotiko theatro,"(38.016944, 23.691667)","(37.942924, 23.647588)",9.092277824784954
anthoupoli,maniatika,"(38.016944, 23.691667)","(37.95968, 23.640033)",7.811577666226904
anthoupoli,nikea,"(38.016944, 23.691667)","(37.966666, 23.633333)",7.575469939857899
anthoupoli,korydallos,"(38.016944, 23.691667)","(37.9789, 23.6405)",6.164212425866013
anthoupoli,aghia varvara,"(38.016944, 23.691667)","(37.989722, 23.659444)",4.139289517239299
anthoupoli,aghia marina,"(38.016944, 23.691667)","(37.9972, 23.6674)",3.0562084692407225
anthoupoli,egaleo,"(38.016944, 23.691667)","(37.9913, 23.6772)",3.1205301534499537
anthoupoli,eleonas,"(38.016944, 23.691667)","(37.9878, 23.6925)",3.24149123987345
anthoupoli,kerameikos,"(38.016944, 23.691667)","(37.9786, 23.7115)",4.6042428437781995
anthoupoli,evangelismos,"(38.016944, 23.691667)","(37.976388, 23.746944)",6.618056698953011
anthoupoli,megaro moussikis,"(38.016944, 23.691667)","(37.97861, 23.7525)",6.825237078180905
anthoupoli,ambelokipi,"(38.016944, 23.691667)","(37.98722, 23.7575)",6.648124837659002
anthoupoli,panormou,"(38.016944, 23.691667)","(37.9931, 23.7637)",6.8455973810933015
anthoupoli,katehaki,"(38.016944, 23.691667)","(37.9954, 23.7727)",7.493015861271223
anthoupoli,ethniki amyna,"(38.016944, 23.691667)","(38.0, 23.785555)",8.438803782580742
anthoupoli,holargos,"(38.016944, 23.691667)","(38.001666, 23.812222)",10.697791126889847
anthoupoli,nomismatokopio,"(38.016944, 23.691667)","(38.00917, 23.80583)",10.038800200431057
anthoupoli,aghia paraskevi,"(38.016944, 23.691667)","(38.017222, 23.8125)",10.585317740464188
anthoupoli,halandri,"(38.016944, 23.691667)","(38.02167, 23.82083)",11.326854926775935
anthoupoli,douk. plakentias,"(38.016944, 23.691667)","(38.023361, 23.833055)",12.405959725735844
anthoupoli,pallini,"(38.016944, 23.691667)","(38.00528, 23.86972)",15.652982142422214
anthoupoli,peania - kantza,"(38.016944, 23.691667)","(37.98417, 23.87)",16.045275435204275
anthoupoli,koropi,"(38.016944, 23.691667)","(37.91278, 23.89583)",21.31877703012867
anthoupoli,airport,"(38.016944, 23.691667)","(37.9369, 23.9448)",23.90588943634072
peristeri,aghios antonios,"(38.012981, 23.695731)","(38.006111, 23.699722)",0.8401304620444753
peristeri,sepolia,"(38.012981, 23.695731)","(38.002786, 23.713583)",1.9316987235882541
peristeri,larissa st.,"(38.012981, 23.695731)","(37.992289, 23.720556)",3.166264143432192
peristeri,metaxourghio,"(38.012981, 23.695731)","(37.9858, 23.721)",3.7466485203822995
peristeri,panepistimio,"(38.012981, 23.695731)","(37.980278, 23.733056)",4.890891160447792
peristeri,syntagma,"(38.012981, 23.695731)","(37.97499, 23.73556)",5.479716191022953
peristeri,akropoli,"(38.012981, 23.695731)","(37.96875, 23.729583)",5.743689947549032
peristeri,sygroy - fix,"(38.012981, 23.695731)","(37.964605, 23.7268)",6.02901258913565
peristeri,neos kosmos,"(38.012981, 23.695731)","(37.95778, 23.72861)",6.7807982000406035
peristeri,aghios ioannis,"(38.012981, 23.695731)","(37.9565, 23.7342)",7.128136540096962
peristeri,dafni,"(38.012981, 23.695731)","(37.949236, 23.737222)",7.966537038182404
peristeri,aghios dimitrios,"(38.012981, 23.695731)","(37.940278, 23.740694)",8.993685154358662
peristeri,ilioupoli,"(38.012981, 23.695731)","(37.929583, 23.744514)",10.211882765352545
peristeri,alimos,"(38.012981, 23.695731)","(37.918056, 23.744514)",11.388621176403777
peristeri,argyroupoli,"(38.012981, 23.695731)","(37.903056, 23.745903)",12.990514763506546
peristeri,elliniko,"(38.012981, 23.695731)","(37.892569, 23.747153)",14.12795563641528
peristeri,dimotiko theatro,"(38.012981, 23.695731)","(37.942924, 23.647588)",8.859449634334773
peristeri,maniatika,"(38.012981, 23.695731)","(37.95968, 23.640033)",7.678180146731802
peristeri,nikea,"(38.012981, 23.695731)","(37.966666, 23.633333)",7.5116104977242415
peristeri,korydallos,"(38.012981, 23.695731)","(37.9789, 23.6405)",6.146928677975436
peristeri,aghia varvara,"(38.012981, 23.695731)","(37.989722, 23.659444)",4.098559213069695
peristeri,aghia marina,"(38.012981, 23.695731)","(37.9972, 23.6674)",3.0398837593960186
peristeri,egaleo,"(38.012981, 23.695731)","(37.9913, 23.6772)",2.906619039383226
peristeri,eleonas,"(38.012981, 23.695731)","(37.9878, 23.6925)",2.8142794430163955
peristeri,kerameikos,"(38.012981, 23.695731)","(37.9786, 23.7115)",4.065058343197844
peristeri,evangelismos,"(38.012981, 23.695731)","(37.976388, 23.746944)",6.057756663377233
peristeri,megaro moussikis,"(38.012981, 23.695731)","(37.97861, 23.7525)",6.273194146179813
peristeri,ambelokipi,"(38.012981, 23.695731)","(37.98722, 23.7575)",6.123652126782571
peristeri,panormou,"(38.012981, 23.695731)","(37.9931, 23.7637)",6.352463233718575
peristeri,katehaki,"(38.012981, 23.695731)","(37.9954, 23.7727)",7.021495585773007
peristeri,ethniki amyna,"(38.012981, 23.695731)","(38.0, 23.785555)",8.001218082002561
peristeri,holargos,"(38.012981, 23.695731)","(38.001666, 23.812222)",10.283519234199373
peristeri,nomismatokopio,"(38.012981, 23.695731)","(38.00917, 23.80583)",9.655042130330708
peristeri,aghia paraskevi,"(38.012981, 23.695731)","(38.017222, 23.8125)",10.240396689829568
peristeri,halandri,"(38.012981, 23.695731)","(38.02167, 23.82083)",11.001456486086365
peristeri,douk. plakentias,"(38.012981, 23.695731)","(38.023361, 23.833055)",12.08499028492765
peristeri,pallini,"(38.012981, 23.695731)","(38.00528, 23.86972)",15.267556482843563
peristeri,peania - kantza,"(38.012981, 23.695731)","(37.98417, 23.87)",15.602689720931506
peristeri,koropi,"(38.012981, 23.695731)","(37.91278, 23.89583)",20.781409251094196
peristeri,airport,"(38.012981, 23.695731)","(37.9369, 23.9448)",23.413402372209934
aghios antonios,sepolia,"(38.006111, 23.699722)","(38.002786, 23.713583)",1.2694987690801187
aghios antonios,larissa st.,"(38.006111, 23.699722)","(37.992289, 23.720556)",2.3863850466989187
aghios antonios,metaxourghio,"(38.006111, 23.699722)","(37.9858, 23.721)",2.9286973668136267
aghios antonios,panepistimio,"(38.006111, 23.699722)","(37.980278, 23.733056)",4.096834983189826
aghios antonios,syntagma,"(38.006111, 23.699722)","(37.97499, 23.73556)",4.673185273069869
aghios antonios,akropoli,"(38.006111, 23.699722)","(37.96875, 23.729583)",4.909904473004828
aghios antonios,sygroy - fix,"(38.006111, 23.699722)","(37.964605, 23.7268)",5.1896419707727555
aghios antonios,neos kosmos,"(38.006111, 23.699722)","(37.95778, 23.72861)",5.940713884097328
aghios antonios,aghios ioannis,"(38.006111, 23.699722)","(37.9565, 23.7342)",6.289931267054441
aghios antonios,dafni,"(38.006111, 23.699722)","(37.949236, 23.737222)",7.127356044736881
aghios antonios,aghios dimitrios,"(38.006111, 23.699722)","(37.940278, 23.740694)",8.153834179141189
aghios antonios,ilioupoli,"(38.006111, 23.699722)","(37.929583, 23.744514)",9.37175655643359
aghios antonios,alimos,"(38.006111, 23.699722)","(37.918056, 23.744514)",10.549371373732768
aghios antonios,argyroupoli,"(38.006111, 23.699722)","(37.903056, 23.745903)",12.15351845379063
aghios antonios,elliniko,"(38.006111, 23.699722)","(37.892569, 23.747153)",13.292668318842042
aghios antonios,dimotiko theatro,"(38.006111, 23.699722)","(37.942924, 23.647588)",8.381419059568557
aghios antonios,maniatika,"(38.006111, 23.699722)","(37.95968, 23.640033)",7.3499985690632235
aghios antonios,nikea,"(38.006111, 23.699722)","(37.966666, 23.633333)",7.286297617004383
aghios antonios,korydallos,"(38.006111, 23.699722)","(37.9789, 23.6405)",6.007360705902417
aghios antonios,aghia varvara,"(38.006111, 23.699722)","(37.989722, 23.659444)",3.9720965257015135
aghios antonios,aghia marina,"(38.006111, 23.699722)","(37.9972, 23.6674)",3.000417007868359
